Name;Rank;Level;Class;Race;Sex;Last Online (Days);Main/Alt;Player Alts;Join Date;Promo Date;Rank History;Birthday;Public Note;Officer Note;Custom Note;Faction
Meanrond;Arch Fiendling;60;Priest;Night Elf;Male;0.08;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvh-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;12 Apr '26;12 Apr '26;Arch Fiendling: 12 Apr '26,Imp: 12 Apr '26;;Sir Mean of the Rond Table;Joined: 12 Apr '26 ;;Alliance
Meminpal;Altling;60;Paladin;Human;Male;249;Alt;Druraid-WildGrowth,Meminto-WildGrowth(main),Meminvoid-WildGrowth;26 Nov '25;26 Nov '25;Altling: 26 Nov '25,Imp: 26 Nov '25;;Meminto;Joined: 26 Nov '25;;Alliance
Meminto;Fel Reaver;60;Mage;Gnome;Female;32;Main;Druraid-WildGrowth,Meminpal-WildGrowth,Meminvoid-WildGrowth;25 Nov '25;25 Nov '25;Fel Reaver: 25 Nov '25,Imp: 25 Nov '25;;main [Ench]101/[TL]300;Joined: 25 Nov '25;;Alliance
Meminvoid;Altling;60;Warlock;Gnome;Female;247;Alt;Druraid-WildGrowth,Meminpal-WildGrowth,Meminto-WildGrowth(main);26 Nov '25;26 Nov '25;Altling: 26 Nov '25,Imp: 26 Nov '25;;Meminto;Joined: 26 Nov '25;;Alliance
Merylsheep;Altling;57;Mage;Human;Female;24;Alt;Belove-WildGrowth(main),Hollymolle-WildGrowth,Lanadelprey-WildGrowth,Lubowa-WildGrowth,Tentacleport-WildGrowth,Unlockyou-WildGrowth;16 Jun '26;18 Jun '26;Altling: 18 Jun '26,Imp: 16 Jun '26;;Belove;Joined: 16 Jun '26 ;;Alliance
Messender;Imp;60;Hunter;Night Elf;Male;70;Main;Gummibärle-WildGrowth;28 Apr '26;28 Apr '26;Imp: 28 Apr '26;;main [Mine]1/[Skin]300;Joined: 28 Apr '26;;Alliance
Midwinter;Imp;60;Paladin;Human;Female;32;;;11 Apr '26;11 Apr '26;Imp: 11 Apr '26;; [Ench]282/[BS]300;Joined: 11 Apr '26 ;;Alliance
Mieshuora;Altling;60;Paladin;Human;Male;194;Alt;Letkeelutka-WildGrowth(main),Lobotomia-WildGrowth;22 Nov '25;04 Dec '25;Altling: 04 Dec '25,Imp: 22 Nov '25;;Letke Shck/Holy1257Gs Alch/Engi;Joined: 22 Nov '25;;Alliance
Milkyvibes;Imp;35;Druid;Night Elf;Female;35;;;04 Jun '26;04 Jun '26;Imp: 04 Jun '26;;;Joined: 04 Jun '26 ;;Alliance
Mimboom;Fel Reaver;60;Druid;Night Elf;Female;65;;;30 Apr '26;01 May '26;Fel Reaver: 01 May '26,Imp: 30 Apr '26;;Mimos;Joined: 30 Apr '26 ;;Alliance
Minifleisch;Altling;12;Mage;Gnome;Male;1;;;26 Jul '26;26 Jul '26;Altling: 26 Jul '26,Imp: 26 Jul '26;;Knackfleisch :D;Joined: 26 Jul '26 ;;Alliance
Minislunse;Altling;60;Warrior;Gnome;Female;4;;;20 Jul '26;20 Jul '26;Altling: 20 Jul '26,Imp: 20 Jul '26;;Cute;Joined: 20 Jul '26 ;;Alliance
Minnìva;Altling;60;Rogue;Night Elf;Female;7;Alt;Aqsan-WildGrowth,Nightwìng-WildGrowth,Robinjr-WildGrowth,Robins-WildGrowth,Robìn-WildGrowth(main),Robìnfarm-WildGrowth;02 Apr '26;02 Apr '26;Altling: 02 Apr '26,Imp: 02 Apr '26;;Robin [Herb]/[Mine]300;Joined: 02 Apr '26 ;;Alliance
Mipy;Void Knight;60;Warrior;Night Elf;Female;0.79;Main;Arysora-WildGrowth,Bamryso-WildGrowth,Dalyzia-WildGrowth,Halory-WildGrowth,Zalysa-WildGrowth;14 Jan '26;16 May '26;Void Knight: 16 May '26,Fel Reaver: 14 Jan '26,Imp: 14 Jan '26;;Mipy                           ;Joined: 14 Jan '26;;Alliance
Mirevi;Imp;49;Paladin;Human;Male;0.08;Alt;Dagá-WildGrowth(main);09 Jun '26;09 Jun '26;Imp: 09 Jun '26;;Dagá alt;Joined: 09 Jun '26 ;;Alliance
Mistí;Altling;60;Priest;Night Elf;Female;2;Alt;Amicia-WildGrowth,Bunní-WildGrowth,Mousíe-WildGrowth,Vivisteria-WildGrowth,Víví-WildGrowth(main);02 May '26;07 May '26;Altling: 07 May '26,Imp: 02 May '26;;Mousie;Joined: 02 May '26 ;;Alliance
Mjini;Altling;60;Mage;Gnome;Female;129;Alt;Chokladsous-WildGrowth,Diakrath-WildGrowth,Netti-WildGrowth(main),Prata-WildGrowth;23 Nov '25;23 Nov '25;Altling: 23 Nov '25,Imp: 23 Nov '25;;Netti [TL]300/[LW]295;Joined: 23 Nov '25;;Alliance
Moistspot;Altling;31;Warrior;Human;Male;153;Alt;Ashkandia-WildGrowth(main);20 Feb '26;30 Feb '26;Altling: 30 Feb '26,Imp: 20 Feb '26;;Ashkandia [Mine]73/[BS]76;Joined: 20 Feb '26 ;;Alliance
Monkeybutler;Altling;8;Rogue;Gnome;Male;12;Alt;Aqdonna-WildGrowth,Dracobanko-WildGrowth,Dracobook-WildGrowth,Dracoclone-WildGrowth,Dracodraco-WildGrowth,Dracoheal-WildGrowth,Dracoherb-WildGrowth,Dracohunter-WildGrowth,Dracolight-WildGrowth,Dracolóck-WildGrowth,Dracomage-WildGrowth,Dracomagic-WildGrowth,Dracomine-WildGrowth,Draconaderix-WildGrowth,Draconature-WildGrowth(main),Draconaz-WildGrowth,Draconette-WildGrowth,Draconisse-WildGrowth,Dracorogue-WildGrowth,Dracosilver-WildGrowth,Dracosmash-WildGrowth,Dracostar-WildGrowth,Zgstella-WildGrowth;02 Apr '26;02 Apr '26;Altling: 02 Apr '26,Imp: 02 Apr '26;;Draco in Ibiza [Eng]/[Mine]1;Joined: 02 Apr '26 ;;Alliance
Monotone;Arch Fiendling;60;Rogue;Gnome;Male;0.42;Alt;Apollousa-WildGrowth(main),Bellerophon-WildGrowth,Cahir-WildGrowth,Hastalavista-WildGrowth,Illmindofapo-WildGrowth,Incorporeal-WildGrowth,Papagandhi-WildGrowth,Ratatat-WildGrowth;28 Nov '25;28 Nov '25;Arch Fiendling: 28 Nov '25,Imp: 28 Nov '25;;Appa [Ench]60/[Eng]1;Joined: 28 Nov '25;;Alliance
Moonhoney;Altling;12;Druid;Night Elf;Male;71;Alt;Mahoney-WildGrowth(main);05 May '26;05 May '26;Altling: 05 May '26,Imp: 05 May '26;;Mahoney;Joined: 05 May '26 ;;Alliance
Mousíe;Altling;60;Priest;Human;Female;2;Alt;Amicia-WildGrowth,Bunní-WildGrowth,Mistí-WildGrowth,Vivisteria-WildGrowth,Víví-WildGrowth(main);28 Feb '26;11 May '26;Altling: 11 May '26,Void Knight: 11 May '26,Altling: 20 Feb '26,Imp: 19 Feb '26;;Quandarius Fontleroy-Slabb;Joined: 28 Feb '26 ;;Alliance
Muxie;Imp;60;Rogue;Gnome;Female;110;;;12 Apr '26;12 Apr '26;Imp: 12 Apr '26;;main [Alc]267/[Herb]300;Joined: 12 Apr '26 ;;Alliance
Mysticbum;Altling;60;Mage;Gnome;Female;0.63;Alt;Bumsum-WildGrowth,Landrath-WildGrowth,Sumbum-WildGrowth(main);26 Jan '26;26 Jan '26;Altling: 26 Jan '26,Imp: 26 Jan '26;;Grin [Ench]/[Mine]300;Joined: 26 Jan '26 ;;Alliance
Mònkeý;Imp;60;Hunter;Night Elf;Female;26;;;26 Jun '26;26 Jun '26;Imp: 26 Jun '26;;main [Eng]/[Mine]300;Joined: 26 Jun '26 ;;Alliance
Móuse;Altling;60;Mage;Gnome;Male;33;Alt;Casperlee-WildGrowth,Daney-WildGrowth,Jimmeyy-WildGrowth,Joeeyy-WildGrowth,Johney-WildGrowth(main),Roney-WildGrowth,Yaney-WildGrowth;22 Nov '25;24 Nov '25;Altling: 24 Nov '25;;Johney [Mine]/[Herb]300 1289gs;Joined: 22 Nov '25;;Alliance
Naehilim;Imp;17;Warrior;Human;Male;24;;;06 May '26;06 May '26;Imp: 06 May '26;; [Mine]4/[BS]2;Joined: 06 May '26 ;;Alliance
Natureboys;Imp;60;Warrior;Human;Female;43;Main;Natureboyz-WildGrowth;01 Jun '26;01 Jun '26;Imp: 01 Jun '26;;main [Eng]299/[Mine]300;Joined: 01 Jun '26 ;;Alliance
Natureboyz;Altling;35;Druid;Night Elf;Female;46;Alt;Natureboys-WildGrowth(main);14 Jun '26;18 Jul '26;Altling: 18 Jul '26,Imp: 14 Jun '26;; [Alc]150/[Ench]10;Joined: 14 Jun '26;;Alliance
Naturälskare;Imp;23;Druid;Night Elf;Female;40;;;06 Jun '26;06 Jun '26;Imp: 06 Jun '26;;main [Skin]73/[LW]45;Joined: 06 Jun '26 ;;Alliance
Nebroth;Imp;60;Warrior;Human;Male;2;;;24 Jul '26;24 Jul '26;Imp: 24 Jul '26;;;Joined: 24 Jul '26 ;;Alliance
Nelle;Arch Fiendling;60;Warrior;Gnome;Female;0.46;Alt;Akariana-WildGrowth,Aneliana-WildGrowth,Askariana-WildGrowth,Astelia-WildGrowth,Ineffa-WildGrowth,Thelisia-WildGrowth,Vinelia-WildGrowth,Wiella-WildGrowth(main);22 Jan '26;05 Mar '26;Arch Fiendling: 05 Mar '26,Void Knight: 05 Mar '26,Altling: 01 Feb '26,Imp: 22 Jan '26;;Wiella [Eng]/[Ench]300;Joined: 22 Jan '26 ;;Alliance
Neoshadows;Fel Reaver;60;Rogue;Night Elf;Male;31;Main;;02 Jan '26;01 Mar '26;Fel Reaver: 01 Mar '26,Imp: 02 Jan '26;;main [Mine]300/[Skin]242;Joined: 02 Jan '26;;Alliance
Nerrit;Altling;25;Mage;Human;Female;0.08;Alt;Annot-WildGrowth,Barritt-WildGrowth,Ciannait-WildGrowth,Detract-WildGrowth,Lunett-WildGrowth,Prudent-WildGrowth,Robbt-WildGrowth(main),Starlitt-WildGrowth,Truitt-WildGrowth;30 Jun '26;04 Jul '26;Altling: 04 Jul '26,Imp: 31 Jun '26;;Robbt [Ench]/[TL]225;Joined: 30 Jun '26 ;;Alliance
Nessimaa;Imp;4;Priest;Night Elf;Female;2;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;;;Joined: 28 Jul '26 ;;Alliance
Netti;Void Knight;60;Warlock;Human;Female;0.75;Main;Chokladsous-WildGrowth,Diakrath-WildGrowth,Mjini-WildGrowth,Prata-WildGrowth;21 Nov '25;11 Jan '26;Void Knight: 11 Jan '26,Fel Reaver: 24 Nov '25;;main [Eng]300/[Ench]60;Joined: 21 Nov '25;;Alliance
Nightelfok;Imp;60;Warrior;Night Elf;Female;48;;;21 May '26;21 May '26;Imp: 21 May '26;; [BS]68/[Mine]90;Joined: 21 May '26 ;;Alliance
Nightvain;Imp;60;Rogue;Night Elf;Male;7;;;02 Jun '26;02 Jun '26;Imp: 02 Jun '26;; [LW]62/[Skin]276;Joined: 02 Jun '26 ;;Alliance
Nightwìng;Altling;60;Mage;Gnome;Female;0.08;Alt;Aqsan-WildGrowth,Minnìva-WildGrowth,Robinjr-WildGrowth,Robins-WildGrowth,Robìn-WildGrowth(main),Robìnfarm-WildGrowth;21 Nov '25;21 Nov '25;Altling: 21 Nov '25;;Robin [TL]/[Alc]300;Joined: 21 Nov '25;;Alliance
Nonoum;Imp;1;Druid;Night Elf;Male;53;;;05 Mar '26;05 Mar '26;Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Notcluu;Imp;60;Warrior;Human;Female;41;Main;Cluu-WildGrowth,Itscluu-WildGrowth;19 Apr '26;19 Apr '26;Imp: 19 Apr '26;;main [Herb]167/[Alc]191;Joined: 19 Apr '26 ;;Alliance
Notcorrect;Altling;60;Priest;Human;Female;0.5;;;20 Jun '26;04 Jul '26;Altling: 04 Jul '26,Imp: 20 Jun '26;;Peen-bee-ex [Alc]/[Herb]300;Joined: 20 Jun '26 ;;Alliance
Notsailie;Fel Reaver;60;Priest;Human;Female;7;;;09 May '26;09 May '26;Fel Reaver: 09 May '26,Imp: 10 May '26;;main [TL]/[Ench]300;Joined: 09 May '26;;Alliance
Nottrue;Altling;60;Paladin;Human;Female;0.46;;;20 Jun '26;04 Jul '26;Altling: 04 Jul '26,Imp: 20 Jun '26;;is here? [Alc]286/[Eng]1;Joined: 20 Jun '26 ;;Alliance
Notu;Altling;60;Warlock;Human;Female;2;Alt;Bluelion-WildGrowth,Bluepost-WildGrowth(main);06 Dec '25;15 Dec '25;Altling: 15 Dec '25,Imp: 06 Dec '25;;Bluepost [TL]300/[Ench]60;Joined: 06 Dec '25;;Alliance
Noumnou;Imp;1;Druid;Night Elf;Male;149;;;05 Mar '26;05 Mar '26;Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Nounoum;Imp;1;Druid;Night Elf;Female;53;;;05 Mar '26;05 Mar '26;Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Noøt;Altling;60;Druid;Night Elf;Female;0.54;Alt;Bumbataker-WildGrowth,Czeq-WildGrowth,Denzél-WildGrowth(main),Oompå-WildGrowth,Wonkà-WildGrowth;20 Nov '25;20 Nov '25;Altling: 20 Nov '25,Altling: 21 Nov '25,Altling: 20 Nov '25,Imp: 20 Nov '25;;Denzel,also called "washington";Joined: 20 Nov '25;;Alliance
Nuolimies;Imp;39;Hunter;Dwarf;Male;16;;;06 Jun '26;06 Jun '26;Imp: 06 Jun '26;;Dagá alt;Joined: 06 Jun '26 ;;Alliance
Nycthora;Imp;60;Priest;Night Elf;Male;72;;;11 May '26;11 May '26;Imp: 11 May '26;;Main;Joined: 11 May '26 ;;Alliance
Néfertiti;Imp;60;Priest;Night Elf;Female;24;Main;;16 Feb '26;16 Feb '26;Imp: 16 Feb '26;;main [Alc]/[Herb]300;Joined: 16 Feb '26 ;;Alliance
Nöffpöff;Imp;60;Mage;Gnome;Female;2;;;02 Jul '26;02 Jul '26;Imp: 02 Jul '26;; [Ench]60/[Alc]300;Joined: 02 Jul '26 ;;Alliance
Officialacre;Imp;16;Paladin;Human;Male;30;;;24 Jun '26;24 Jun '26;Imp: 24 Jun '26;; [Mine]74/[BS]71;Joined: 24 Jun '26 ;;Alliance
Officialacri;Imp;60;Druid;Night Elf;Female;35;;;24 Jun '26;24 Jun '26;Imp: 24 Jun '26;; [Herb]90/[Skin]115;Joined: 24 Jun '26 ;;Alliance
Ogstreamer;Imp;19;Paladin;Human;Male;31;;;29 Jun '26;29 Jun '26;Imp: 29 Jun '26;;Main;Joined: 29 Jun '26 ;;Alliance
Okidokï;Imp;60;Priest;Human;Female;64;;;10 Jan '26;10 Jan '26;Imp: 10 Jan '26;; [Ench]/[Alc]300;Joined: 10 Jan '26;;Alliance
Oldmarkus;Imp;60;Hunter;Dwarf;Male;18;;;26 Jun '26;26 Jun '26;Imp: 26 Jun '26;;Oldmarkus;Joined: 26 Jun '26 ;;Alliance
Olìver;Fel Reaver;60;Warrior;Human;Male;4;Main;Davè-WildGrowth;17 Jun '26;24 Jul '26;Fel Reaver: 24 Jul '26,Imp: 17 Jun '26;;[Herb]1/[Mine]300;Joined: 17 Jun '26 ;;Alliance
Ooft;Imp;60;Rogue;Human;Male;65;;;27 May '26;27 May '26;Imp: 27 May '26;;main [Ench]300;Joined: 27 May '26 ;;Alliance
Oompå;Altling;60;Priest;Human;Male;8;Alt;Bumbataker-WildGrowth,Czeq-WildGrowth,Denzél-WildGrowth(main),Noøt-WildGrowth,Wonkà-WildGrowth;20 Nov '25;20 Nov '25;Altling: 20 Nov '25,Altling: 21 Nov '25,Altling: 20 Nov '25,Imp: 20 Nov '25;;Denzel [Skin]/[Herb]300;Joined: 20 Nov '25;;Alliance
Orangebeard;Altling;60;Priest;Dwarf;Male;0.25;Alt;Aurlan-WildGrowth,Speedstar-WildGrowth,Valiance-WildGrowth(main);12 Jun '26;13 Jul '26;Altling: 13 Jul '26,Imp: 12 Jun '26;;Valiance [Ench]34/[TL]290;Joined: 12 Jun '26 ;;Alliance
Oresomeherbs;Imp;60;Druid;Night Elf;Female;42;;;09 Apr '26;09 Apr '26;Imp: 09 Apr '26;;main [Alc]9/[Herb]20;Joined: 09 Apr '26 ;;Alliance
Orrp;Void Knight;60;Paladin;Human;Male;0.02;Main;Ccw-WildGrowth,Huntter-WildGrowth,Kffc-WildGrowth,Priestkw-WildGrowth,Srt-WildGrowth,Trrt-WildGrowth;22 Nov '25;29 Apr '26;Void Knight: 29 Apr '26,Fel Reaver: 22 Nov '25;;main [Mine]/[BS]300;Joined: 22 Nov '25;;Alliance
Pallall;Altling;53;Paladin;Human;Female;35;Alt;Chiyomaru-WildGrowth,Dorkweb-WildGrowth(main);03 May '26;03 May '26;Altling: 03 May '26,Imp: 03 May '26;;Chiyomaru;Joined: 03 May '26 ;;Alliance
Paløma;Imp;28;Druid;Night Elf;Female;95;;;11 Mar '26;11 Mar '26;Imp: 11 Mar '26;; [Alc]1/[Herb]20;Joined: 11 Mar '26 ;;Alliance
